accession,organism_name,organism_tidy_name,country,isolation_source,genome_size,cell_type,temp_cat,classic,hybrid,unorthodox,h_pt,his_ka,che_a,ntr_c,prr_a,omp_r,nar_l,cy_c_c,lyt_tr,spo0a,yes_n,che_b,rpf_g,che_v,rsb_u,ami_r_nas_r,ple_d_vie_a,ple_d,vie_a,cit_t,che_y,csr_a,ycb_b,pil_b,lys_r,ars_r,frz_z,sarp,mer_r,bet_r,alp_a,hxl_r,xre,che_c,trx_b,lmb_e,wca_a,pgl_z,vie_b,hal_x,icl_r,unclassified
GCA_020404925.1,Pseudanabaena sp. M34BS1SP1A06MG,Pseudanabaena_sp__M34BS1SP1A06MG,Brazil: Belo Horizonte;Pampulha Lake,Microcystis colony from freshwater lake,4650537,filament,temperate,16,28,2,4,2,3,0,0,9,6,0,0,0,0,0,0,0,1,0,2,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_020404945.1,Pseudanabaena sp. M38BS1SP1A06MG,Pseudanabaena_sp__M38BS1SP1A06MG,Brazil: Belo Horizonte;Pampulha Lake,Microcystis colony from freshwater lake,4547635,filament,temperate,19,26,3,4,2,3,0,0,10,5,0,0,0,0,0,0,0,1,0,2,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_020405005.1,Pseudanabaena sp. M046S1SP1A06QC,Pseudanabaena_sp__M046S1SP1A06QC,Canada: Quebec;Champlain Lake,Microcystis colony from freshwater lake,4352076,filament,temperate,17,26,3,4,3,3,0,0,9,6,0,0,0,0,0,0,0,1,0,2,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCF_020514095.1,Synechococcus sp. MU1643,Synechococcus_sp__MU1643,Tasman Sea,Sea water,2066863,single,temperate,4,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_020514115.1,Synechococcus sp. MU1642,Synechococcus_sp__MU1642,Tasman Sea,Sea water,2116729,single,temperate,4,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_020514205.1,Synechococcus sp. MU1625,Synechococcus_sp__MU1625,Tasman Sea,Sea water,2328035,single,temperate,7,1,0,0,1,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCF_020514235.1,Synechococcus sp. MU1617,Synechococcus_sp__MU1617,Tasman Sea,Sea water,2326594,single,temperate,10,0,0,0,1,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_020514255.1,Synechococcus sp. MU1611,Synechococcus_sp__MU1611,Australia: Port Hacking NRS,Sea water,2339429,single,temperate,7,0,0,0,1,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_020514275.1,Synechococcus sp. HBA1120,Synechococcus_sp__HBA1120,Australia: Sydney; Freshwater Beach,Sea water,2362268,single,temperate,8,0,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_020514355.1,Synechococcus sp. HB1133,Synechococcus_sp__HB1133,Australia: Sydney; Freshwater Beach,Sea water,2378765,single,temperate,8,0,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_020594595.1,Planktothrix agardhii 1808,Planktothrix_agardhii_1808,USA: Ohio; Lake Erie; Sandusky Bay,Freshwater,4965408,filament,temperate,26,19,1,2,2,2,0,0,14,6,1,0,0,0,1,0,0,2,0,4,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCF_020594635.1,Planktothrix agardhii 1031,Planktothrix_agardhii_1031,USA: Ohio; Lake Erie; Sandusky Bay,Freshwater,5046113,filament,temperate,26,19,1,2,3,2,0,0,14,6,1,0,0,0,1,0,0,2,0,4,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCA_020692205.1,Myxosarcina sp. GA_180221_E-2-1-MAG-40_15,Myxosarcina_sp__GA_180221_E_2_1_MAG_40_15,Germany: Volcanic Eifel; Andernach,groundwater from cold water geyser; filtered on 0.1um pore size filters,4869446,single,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_020692865.1,Myxosarcina sp. GA_180221_E-1-2-MAG-39_37,Myxosarcina_sp__GA_180221_E_1_2_MAG_39_37,Germany: Volcanic Eifel; Andernach,groundwater from cold water geyser; filtered on 0.1um pore size filters,5446359,single,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_020693085.1,Pleurocapsa sp. GA_180221_E-1-1-MAG-40_19,Pleurocapsa_sp__GA_180221_E_1_1_MAG_40_19,Germany: Volcanic Eifel; Andernach,groundwater from cold water geyser; filtered on 0.1um pore size filters,4878576,single,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_020737765.1,Microcoleus sp. PH2017_38_RDM_U_B,Microcoleus_sp__PH2017_38_RDM_U_B,USA: California; Eel River; Red Mountain Creek,river cyanobacterial mat,7539312,filament,temperate,98,61,6,2,0,4,0,0,15,10,14,0,0,0,3,0,0,2,0,2,1,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_020737775.1,Microcoleus sp. PH2017_37_MFU_D_B,Microcoleus_sp__PH2017_37_MFU_D_B,USA: California; Eel River; Middle Fork Eel River,river cyanobacterial mat,7585384,filament,temperate,104,62,6,2,0,4,0,0,17,12,14,0,0,0,3,0,0,2,0,2,1,2,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
GCA_020737805.1,Microcoleus sp. PH2017_36_ELK_O_B,Microcoleus_sp__PH2017_36_ELK_O_B,USA: California; Eel River; South Fork Eel River; near confluence with Elk Creek,river cyanobacterial mat,7742901,filament,temperate,99,64,6,2,0,4,0,0,17,10,14,0,0,0,3,0,0,2,0,3,1,2,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
GCA_020737825.1,Microcoleus sp. PH2017_40_RAT_O_B,Microcoleus_sp__PH2017_40_RAT_O_B,USA: California; Eel River; Rattlesnake Creek,river cyanobacterial mat,7528392,filament,temperate,99,60,6,2,0,4,0,0,16,12,14,0,0,0,3,0,0,2,0,2,1,2,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
GCA_020737835.1,Microcoleus sp. PH2017_39_LGB_O_B,Microcoleus_sp__PH2017_39_LGB_O_B,USA: California; Eel River; South Fork Eel River; near Leggett,river cyanobacterial mat,7232803,filament,temperate,98,62,6,2,0,4,0,0,14,10,14,0,0,0,3,0,0,2,0,2,1,2,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
GCA_020737865.1,Microcoleus sp. PH2017_35_SFW_U_B,Microcoleus_sp__PH2017_35_SFW_U_B,USA: California; Eel River; South Fork Eel River; downstream of confluence with Fox Creek,river cyanobacterial mat,7592293,filament,temperate,98,62,6,2,0,4,0,0,15,10,14,0,0,0,3,0,0,2,0,2,1,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_020737885.1,Microcoleus sp. PH2017_34_RAT_O_A,Microcoleus_sp__PH2017_34_RAT_O_A,USA: California; Eel River; Rattlesnake Creek,river cyanobacterial mat,7467879,filament,temperate,100,62,6,2,0,4,0,0,16,10,14,0,0,0,3,0,0,2,0,2,1,2,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
GCA_020737895.1,Microcoleus sp. PH2017_31_RDM_U_A,Microcoleus_sp__PH2017_31_RDM_U_A,USA: California; Eel River; Red Mountain Creek,river cyanobacterial mat,7525651,filament,temperate,98,62,6,2,0,4,0,0,15,10,14,0,0,0,3,0,0,2,0,2,1,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_020737905.1,Microcoleus sp. PH2017_33_LGB_O_A,Microcoleus_sp__PH2017_33_LGB_O_A,USA: California; Eel River; South Fork Eel River; near Leggett,river cyanobacterial mat,7238112,filament,temperate,97,62,6,2,0,4,0,0,14,10,14,0,0,0,3,0,0,2,0,2,1,2,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
GCA_020737945.1,Microcoleus sp. PH2017_32_RDM_D_A,Microcoleus_sp__PH2017_32_RDM_D_A,USA: California; Eel River; Red Mountain Creek,river cyanobacterial mat,7527500,filament,temperate,97,60,6,2,0,4,0,0,15,10,14,0,0,0,3,0,0,2,0,2,1,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_020737965.1,Microcoleus sp. PH2017_30_WIL_O_A,Microcoleus_sp__PH2017_30_WIL_O_A,USA: California; Eel River; Williams Creek,river cyanobacterial mat,7843309,filament,temperate,101,66,6,2,0,4,0,0,17,12,13,0,0,0,3,0,0,2,0,3,1,2,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
GCA_020738025.1,Microcoleus sp. PH2017_29_MFU_D_A,Microcoleus_sp__PH2017_29_MFU_D_A,USA: California; Eel River; Middle Fork Eel River,river cyanobacterial mat,7639537,filament,temperate,103,62,6,2,0,4,0,0,17,12,14,0,0,0,3,0,0,2,0,2,1,2,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
GCA_020738035.1,Microcoleus sp. PH2017_28_MFU_U_A,Microcoleus_sp__PH2017_28_MFU_U_A,USA: California; Eel River; Middle Fork Eel River,river cyanobacterial mat,7559300,filament,temperate,99,61,6,2,0,4,0,0,17,11,13,0,0,0,3,0,0,2,0,2,1,2,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
GCA_020738075.1,Microcoleus sp. PH2017_27_LUM_O_A,Microcoleus_sp__PH2017_27_LUM_O_A,USA: California; Eel River; South Fork Eel River; near Leggett,river cyanobacterial mat,7492223,filament,temperate,93,62,5,2,1,5,0,0,12,10,13,0,0,0,3,0,0,2,0,2,1,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_020738105.1,Microcoleus sp. PH2017_26_ELK_O_A,Microcoleus_sp__PH2017_26_ELK_O_A,USA: California; Eel River; South Fork Eel River; near confluence with Elk Creek,river cyanobacterial mat,7737596,filament,temperate,98,63,6,2,0,4,0,0,17,10,14,0,0,0,3,0,0,2,0,3,1,2,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
GCA_020738135.1,Microcoleus sp. PH2017_25_DOB_D_A,Microcoleus_sp__PH2017_25_DOB_D_A,USA: California; Eel River; Dobbyn Creek,river cyanobacterial mat,7466140,filament,temperate,99,63,6,2,0,4,0,0,15,10,14,0,0,0,3,0,0,2,0,3,1,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_020738205.1,Microcoleus sp. PH2017_24_DOB_U_A,Microcoleus_sp__PH2017_24_DOB_U_A,USA: California; Eel River; Dobbyn Creek,river cyanobacterial mat,7459424,filament,temperate,98,62,6,2,0,4,0,0,15,10,14,0,0,0,3,0,0,2,0,3,1,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_020738265.1,Microcoleus sp. PH2017_19_SFW_U_A,Microcoleus_sp__PH2017_19_SFW_U_A,USA: California; Eel River; South Fork Eel River; downstream of confluence with Fox Creek,river cyanobacterial mat,7585625,filament,temperate,93,62,6,2,0,4,0,0,15,10,14,0,0,0,3,0,0,2,0,2,1,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_020738275.1,Microcoleus sp. PH2017_22_RUC_O_B,Microcoleus_sp__PH2017_22_RUC_O_B,USA: California; Russian River; near Cloverdale airport,river cyanobacterial mat,7503682,filament,temperate,95,61,5,2,1,5,0,0,12,10,13,0,0,0,3,0,0,2,0,2,1,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_020738285.1,Microcoleus sp. PH2017_21_RUC_O_A,Microcoleus_sp__PH2017_21_RUC_O_A,USA: California; Russian River; near Cloverdale airport,river cyanobacterial mat,7523049,filament,temperate,94,61,5,2,2,5,0,0,12,10,13,0,0,0,3,0,0,2,0,2,1,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_020738295.1,Microcoleus sp. PH2017_20_SFW_D_A,Microcoleus_sp__PH2017_20_SFW_D_A,USA: California; Eel River; South Fork Eel River; downstream of confluence with Fox Creek,river cyanobacterial mat,7593467,filament,temperate,98,62,6,2,0,4,0,0,15,10,14,0,0,0,3,0,0,2,0,2,1,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_020738385.1,Microcoleus sp. PH2017_18_LLB_O_A,Microcoleus_sp__PH2017_18_LLB_O_A,USA: California; Eel River; Little Larabee Creek,river cyanobacterial mat,7525551,filament,temperate,95,62,6,2,0,4,0,0,14,10,14,0,0,0,3,0,0,2,0,2,1,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_020738445.1,Microcoleus sp. PH2017_15_JOR_U_A,Microcoleus_sp__PH2017_15_JOR_U_A,USA: California; Eel River; Jordan Creek,river cyanobacterial mat,7647288,filament,temperate,97,63,6,2,0,4,0,0,17,10,13,0,0,0,3,0,0,2,0,3,1,2,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
GCA_020738465.1,Microcoleus sp. PH2017_14_LAR_D_A,Microcoleus_sp__PH2017_14_LAR_D_A,USA: California; Eel River; Larabee Creek,river cyanobacterial mat,7586717,filament,temperate,99,62,6,2,0,4,0,0,17,10,14,0,0,0,3,0,0,2,0,2,1,2,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
GCA_020738475.1,Microcoleus sp. PH2017_16_JOR_D_A,Microcoleus_sp__PH2017_16_JOR_D_A,USA: California; Eel River; Jordan Creek,river cyanobacterial mat,7354120,filament,temperate,102,60,6,2,0,4,0,0,15,10,14,0,0,0,3,0,0,2,0,2,1,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
GCA_020738505.1,Microcoleus sp. PH2017_13_LAR_U_A,Microcoleus_sp__PH2017_13_LAR_U_A,USA: California; Eel River; Larabee Creek,river cyanobacterial mat,7575791,filament,temperate,100,61,6,2,0,4,0,0,17,10,14,0,0,0,3,0,0,2,0,2,1,2,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
GCA_020738515.1,Microcoleus sp. PH2017_17_BER_D_A,Microcoleus_sp__PH2017_17_BER_D_A,USA: California; Eel River; Bear Creek,river cyanobacterial mat,7613317,filament,temperate,99,62,6,2,1,4,0,0,17,12,14,0,0,0,3,0,0,2,0,3,1,2,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
GCA_020738565.1,Microcoleus sp. PH2017_12_PCY_D_A,Microcoleus_sp__PH2017_12_PCY_D_A,USA: California; Eel River; South Fork Eel River; near Piercy,river cyanobacterial mat,7603305,filament,temperate,95,62,5,2,1,5,0,0,12,10,13,0,0,0,3,0,0,2,0,2,1,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_020738595.1,Microcoleus sp. PH2017_11_PCY_U_A,Microcoleus_sp__PH2017_11_PCY_U_A,USA: California; Eel River; South Fork Eel River; near Piercy,river cyanobacterial mat,7624754,filament,temperate,96,61,4,2,1,5,0,0,12,10,13,0,0,0,3,0,0,2,0,2,1,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_020738625.1,Microcoleus sp. PH2017_09_SFU_O_A,Microcoleus_sp__PH2017_09_SFU_O_A,USA: California; Eel River,river cyanobacterial mat,7233362,filament,temperate,97,62,5,2,0,4,0,0,14,10,14,0,0,0,3,0,0,2,0,2,1,2,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
GCA_020738635.1,Microcoleus sp. PH2017_10_PVI_O_A,Microcoleus_sp__PH2017_10_PVI_O_A,USA: California; Eel River; South Fork Eel River; near Phillipsville,river cyanobacterial mat,7555786,filament,temperate,97,62,5,2,1,5,0,0,12,10,13,0,0,0,3,0,0,2,0,2,1,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_020738665.1,Microcoleus sp. PH2017_08_TRC_O_A,Microcoleus_sp__PH2017_08_TRC_O_A,USA: California; Eel River; Trout Creek,river cyanobacterial mat,7560343,filament,temperate,102,63,6,2,0,4,0,0,17,12,14,0,0,0,3,0,0,2,0,2,1,2,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
GCA_020738685.1,Microcoleus sp. PH2017_07_MST_O_A,Microcoleus_sp__PH2017_07_MST_O_A,USA: California; Eel River; Mainstem Eel River; near confluence with Trout Creek,river cyanobacterial mat,7246517,filament,temperate,91,61,6,2,0,4,0,0,16,10,14,0,0,0,2,0,0,2,0,2,1,1,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
GCA_020738785.1,Microcoleus sp. PH2017_05_CCC_O_A,Microcoleus_sp__PH2017_05_CCC_O_A,USA: California; Eel River; Cedar Creek,river cyanobacterial mat,7704613,filament,temperate,102,61,6,2,0,3,0,0,17,13,13,0,0,0,3,0,0,2,0,3,1,2,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
GCA_020738905.1,Microcoleus sp. PH2017_02_FOX_O_A,Microcoleus_sp__PH2017_02_FOX_O_A,USA: California; Eel River; Fox Creek,river cyanobacterial mat,7507973,filament,temperate,92,62,6,2,1,4,0,0,14,9,14,0,0,0,3,0,0,2,0,2,1,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_020738945.1,Microcoleus sp. PH2017_01_SCD_O_A,Microcoleus_sp__PH2017_01_SCD_O_A,USA: California; Eel River; South Fork Eel River; downstream of confluence with Cedar Creek,river cyanobacterial mat,7541616,filament,temperate,103,63,6,2,0,4,0,0,17,12,13,0,0,0,3,0,0,2,0,2,1,2,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
GCA_020832215.1,Phormidium sp. BM_Day4_Bin.17,Phormidium_sp__BM_Day4_Bin_17,Canada: Calgary,bioreactors innoculated with microbial mats from alkaline soda lake,4707677,filament,temperate,58,26,6,2,3,4,0,0,12,4,2,0,0,0,1,0,0,2,0,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCA_020882985.1,Microcoleus sp. CAWBG52,Microcoleus_sp__CAWBG52,New Zealand: Southland,cyanobacterial mat,7405970,filament,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_020883025.1,Microcoleus sp. CAWBG639,Microcoleus_sp__CAWBG639,New Zealand: Wanaka,cyanobacterial mat,6496136,filament,cold-freezing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_020883045.1,Microcoleus sp. CAWBG58,Microcoleus_sp__CAWBG58,New Zealand: Hawkes Bay,cyanobacterial mat,7451363,filament,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_020883095.1,Microcoleus sp. CAWBG50,Microcoleus_sp__CAWBG50,New Zealand: Nelson,cyanobacterial mat,7356482,filament,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_020883115.1,Microcoleus sp. CAWBG556,Microcoleus_sp__CAWBG556,New Zealand: Canterbury,cyanobacterial mat,7423145,filament,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_020883145.1,Microcoleus sp. CAWBG27,Microcoleus_sp__CAWBG27,New Zealand: Wellington,cyanobacterial mat,7798074,filament,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_020883175.1,Microcoleus sp. CAWBG24,Microcoleus_sp__CAWBG24,New Zealand: Canterbury,cyanobacterial mat,7395238,filament,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_020905635.1,Microcystis aeruginosa NIBR18,Microcystis_aeruginosa_NIBR18,South Korea: Haengju bridge,freshwater,5868528,single,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_021297915.1,Anabaena sp. CoA2_C59,Anabaena_sp__CoA2_C59,USA: Ohio; western Lake Erie; NOAA Station WE12,Phytoplankton seston > 100 micron diameter,4225696,filament,temperate,10,10,1,1,2,2,0,0,9,7,0,0,0,1,0,0,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_021298775.1,Pseudanabaena sp. CoA8_M7,Pseudanabaena_sp__CoA8_M7,USA: Ohio; western Lake Erie,Phytoplankton seston > 100 micron diameter,3826074,filament,temperate,17,26,3,4,1,3,0,0,8,6,0,0,0,0,0,0,0,1,0,2,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_021300285.1,Microcystis sp. 49638_E5,Microcystis_sp__49638_E5,USA: Ohio; western Lake Erie; NOAA Station WE12,lake water,4742130,single,temperate,12,6,0,2,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_021300315.1,Anabaena sp. 49628_E55,Anabaena_sp__49628_E55,USA: Ohio; western Lake Erie; NOAA Station WE12,lake water,4873444,filament,temperate,11,8,1,0,2,2,0,0,8,4,0,0,0,1,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCA_021405265.1,Leptolyngbya sp. PL-A2,Leptolyngbya_sp__PL_A2,China: Beijing,sludge from two different bioreactors; each one run at a different temprature (R1 at 35 C; R2 at 25 C); artificial municipal wastewater,3188741,filament,temperate,13,5,0,1,1,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
GCF_021533835.1,Synechococcus sp. Nb3U1,Synechococcus_sp__Nb3U1,Japan: Nagano; Nakabusa,Section of microbial mat collected from hot spring water,3487976,single,temperate,34,4,1,0,3,2,0,0,11,7,0,0,0,1,0,2,1,2,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
GCF_021554855.1,Planktothrix agardhii 1804,Planktothrix_agardhii_1804,USA: Ohio; Lake Erie; Sandusky Bay,Freshwater,4869815,filament,temperate,25,17,1,2,2,2,0,0,14,5,1,0,0,0,1,0,0,2,0,4,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCF_021554875.1,Planktothrix agardhii 1801,Planktothrix_agardhii_1801,USA: Ohio; Lake Erie; Sandusky Bay,Freshwater,4856164,filament,temperate,26,17,1,2,2,2,0,0,14,5,1,0,0,0,1,0,0,2,0,4,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCF_021554915.1,Planktothrix agardhii 1803,Planktothrix_agardhii_1803,USA: Ohio; Lake Erie; Sandusky Bay,Freshwater,4991932,filament,temperate,25,16,1,2,2,2,0,0,14,5,1,0,0,0,1,0,0,2,0,4,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCF_021554955.1,Planktothrix agardhii 1032,Planktothrix_agardhii_1032,USA: Ohio; Lake Erie; Sandusky Bay,Freshwater,4991761,filament,temperate,26,19,1,2,2,2,0,0,14,6,1,0,0,0,1,0,0,2,0,4,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCF_021554965.1,Planktothrix agardhii 1030,Planktothrix_agardhii_1030,USA: Ohio; Lake Erie; Sandusky Bay,Freshwater,5113968,filament,temperate,26,19,1,2,2,2,0,0,14,6,1,0,0,0,1,0,0,2,0,4,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
